CCN,State,Provider Name,City,Ownership Type,ESRD Network,NPI,Chain Name,Modality,Alternate CCN(s)
262658,MO,FRESENIUS MEDICAL CARE NEOSHO,NEOSHO,For Profit,12,1982945952,FRESENIUS MEDICAL CARE,Hemodialysis,262658
262659,MO,FRESENIUS KIDNEY CARE NXSTAGE,SAINT LOUIS,For Profit,12,1386089795,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262659
262660,MO,NEVADA DIALYSIS,NEVADA,For Profit,12,1578904728,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262660
262661,MO,DCI LAKE HOME DIALYSIS,OSAGE BEACH,Non-profit,12,1952748097,"DIALYSIS CLINIC, INC.",Peritoneal Dialysis,262661
262662,MO,EXCELSIOR SPRINGS DIALYSIS,EXCELSIOR SPRINGS,For Profit,12,1861834129,DAVITA,Hemodialysis and Peritoneal Dialysis,262662
262663,MO,KANSAS AVENUE DIALYSIS,CLINTON,For Profit,12,1548697402,DAVITA,Hemodialysis and Peritoneal Dialysis,262663
262665,MO,WASHINGTON HOME TRAINING,WASHINGTON,For Profit,12,1467889469,DAVITA,Hemodialysis and Peritoneal Dialysis,262665
262666,MO,FMC - DIALYSIS SERVICES OF HARRISONVILLE,HARRISONVILLE,For Profit,12,1336570803,FRESENIUS MEDICAL CARE,Hemodialysis,262666
262667,MO,FMC WEST PLAINS MIDWEST,WEST PLAINS,For Profit,12,1346650918,FRESENIUS MEDICAL CARE,Hemodialysis,262667
262668,MO,TRENTON DIALYSIS,TRENTON,For Profit,12,1609297324,DAVITA,Unavailable,262668
262669,MO,FRESENIUS MEDICAL CARE SIKESTON,SIKESTON,For Profit,12,1558774158,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262669
262670,MO,SANDERLING DIALYSIS - KIRKSVILLE,KIRKSVILLE,For Profit,12,1841612363,INDEPENDENT,Unavailable,262670
262671,MO,"DIALYSIS CLINIC, INC",MACON,Non-profit,12,1891194783,"DIALYSIS CLINIC, INC.",Hemodialysis,262671
262672,MO,FRESENIUS MEDICAL CARE KENNETT HOME,KENNETT,For Profit,12,1477962546,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262672
262673,MO,NORTH COUNTY KIDNEY CARE DIALYSIS,SAINT LOUIS,For Profit,12,1295139459,DAVITA,Hemodialysis and Peritoneal Dialysis,262673
262674,MO,FMC MISSISSIPPI COUNTY,CHARLESTON,For Profit,12,1730568767,FRESENIUS MEDICAL CARE,Hemodialysis,262674
262675,MO,FMC POPLAR BLUFF WEST,POPLAR BLUFF,For Profit,12,1760866867,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262675
262676,MO,SHOAL CREEK DIALYSIS,KANSAS CITY,For Profit,12,1174900500,DAVITA,Hemodialysis,262676
262677,MO,STATE LINE DIALYSIS,KANSAS CITY,Non-profit,12,1952785099,"DIALYSIS CLINIC, INC.",Hemodialysis,262677
262678,MO,FRESENIUS MEDICAL CARE SPRINGFIELD NORTH,SPRINGFIELD,For Profit,12,1528444288,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262678
262680,MO,FRESENIUS MEDICAL CARE ARNOLD,ARNOLD,For Profit,12,1093182818,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262680
262681,MO,FRESENIUS MEDICAL CARE ST LOUIS NORTHEAST,SAINT LOUIS,For Profit,12,1073986675,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,262681
262682,MO,DIALYSIS CLINIC INC,FULTON,Non-profit,12,1801241294,"DIALYSIS CLINIC, INC.",Hemodialysis,262682
262683,MO,NATURAL BRIDGE DIALYSIS,SAINT LOUIS,For Profit,12,1871049411,DAVITA,Hemodialysis,262683
262684,MO,HOME DIALYSIS SOUTH,SAINT LOUIS,Non-profit,12,1902265994,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262684
262685,MO,WESTFALL DIALYSIS,JENNINGS,For Profit,12,1356884142,DAVITA,Hemodialysis and Peritoneal Dialysis,262685
262686,MO,CROSS KEYS DIALYSIS,FLORISSANT,For Profit,12,1376077123,DAVITA,Hemodialysis,262686
262687,MO,SILVER CREEK DIALYSIS,JOPLIN,For Profit,12,1417494519,DAVITA,Hemodialysis,262687
262688,MO,SWOPE PARKWAY DCI,KANSAS CITY,Non-profit,12,1518407493,"DIALYSIS CLINIC, INC.",Hemodialysis,262688
262689,MO,HOME DIALYSIS SERVICES KC MIDTOWN LLC,KANSAS CITY,For Profit,12,1750833489,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262689
262690,MO,WASHINGTION UNIV DBA NORTH COUNTY DIALYSIS CENTER,FLORISSANT,Non-profit,12,1942710991,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262690
262691,MO,ROBIDOUX DIALYSIS,SAINT JOSEPH,For Profit,12,1063923977,DAVITA,Hemodialysis,262691
262692,MO,ROLLA HOME TRAINING,ROLLA,For Profit,12,1063923753,DAVITA,Peritoneal Dialysis,262692
262693,MO,HOUSE SPRINGS DIALYSIS,HOUSE SPRINGS,For Profit,12,1851892731,DAVITA,Hemodialysis and Peritoneal Dialysis,262693
262694,MO,BLUE RIDGE DIALYSIS,KANSAS CITY,For Profit,12,1033602990,DAVITA,Hemodialysis,262694
262695,MO,"BRANSON KIDNEY CENTER, LLC",BRANSON WEST,For Profit,12,1285109041,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,262695
262696,MO,DCI COLUMBIA HOME DIALYSIS SERVICES,COLUMBIA,Non-profit,12,1790271864,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,262696
263506,MO,OZARK DIALYSIS SERVICES PRIMROSE,SPRINGFIELD,Non-profit,12,1104851526,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,263506
263508,MO,OZARK DIALYSIS SERVICES SOUTH,SPRINGFIELD,Non-profit,12,1184657058,INDEPENDENT,Hemodialysis,263508
263510,MO,OZARKS DIALYSIS,MONETT,Non-profit,12,1326084948,INDEPENDENT,Hemodialysis,263510
263511,MO,FREEMAN HEALTH SYSTEM OUTPATIENT DIALYSIS CENTER,WEBB CITY,Non-profit,12,1114394228,INDEPENDENT,Hemodialysis,"262679,263511"
272300,MT,ST PETER'S COMMUNITY HOSPITAL ESRD,HELENA,Non-profit,16,1851495576,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"270003,272300"
272305,MT,NORTHERN MONT HOSP RENAL DIALYSIS,HAVRE,Non-profit,16,1700859923,INDEPENDENT,Hemodialysis,"270032,272305"
272500,MT,FORT PECK TRIBAL DIALYSIS UNIT,POPLAR,Non-profit,16,1659483048,INDEPENDENT,Hemodialysis,272500
272502,MT,DIALYSIS CLINIC INC,BILLINGS,Non-profit,16,1427081801,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,272502
272503,MT,FRESENIUS MEDICAL CARE BOZEMAN,BOZEMAN,For Profit,16,1700942455,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,272503
272504,MT,DIALYSIS CLINIC INC - BLACKFEET,BROWNING,Non-profit,16,1124043815,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,272504
272505,MT,DIALYSIS CLINIC INC - LIBBY,LIBBY,Non-profit,16,1588697973,"DIALYSIS CLINIC, INC.",Hemodialysis,272505
272506,MT,DIALYSIS CLINIC INC - KALISPELL,KALISPELL,Non-profit,16,1679506067,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,272506
272507,MT,FRESENIUS MEDICAL CARE MISSOULA,MISSOULA,For Profit,16,1861790727,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,272507
272508,MT,FRESENIUS MEDICAL CARE BUTTE,BUTTE,For Profit,16,1679871537,FRESENIUS MEDICAL CARE,Hemodialysis,272508
272509,MT,GREAT FALLS DIALYSIS,GREAT FALLS,For Profit,16,1578993663,DAVITA,Hemodialysis and Peritoneal Dialysis,272509
272510,MT,BILLINGS CLINIC DIALYSIS,BILLINGS,Non-profit,16,1043634280,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,272510
272511,MT,FRESENIUS MEDICAL CARE POLSON,POLSON,For Profit,16,1144682758,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,272511
272512,MT,FRESENIUS GREAT FALLS CLINIC DIALYSIS,GREAT FALLS,For Profit,16,1073975686,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,272512
272513,MT,DCI - POLSON,POLSON,Non-profit,16,1790227403,"DIALYSIS CLINIC, INC.",Hemodialysis,272513
272514,MT,DCI FRONTIER,MILES CITY,Non-profit,16,1124536453,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,272514
272515,MT,COMMUNITY MEDICAL CENTER DIALYSIS,MISSOULA,For Profit,16,1992284814,"DIALYSIS CLINIC, INC.",Peritoneal Dialysis,272515
282313,NE,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,CHADRON,Non-profit,12,1467675629,INDEPENDENT,Hemodialysis,"281341,282313"
282314,NE,BOX BUTTE DIALYSIS UNIT,ALLIANCE,Non-profit,12,1811929060,INDEPENDENT,Hemodialysis,"280118,282314"
282315,NE,CHERRY COUNTY  HOSPITAL  DIALYSIS UNIT,VALENTINE,Non-profit,12,1144329152,INDEPENDENT,Hemodialysis,"281344,282315"
282316,NE,AVERA ST ANTHONY'S HOSPITAL,ONEILL,Non-profit,12,1750394409,INDEPENDENT,Hemodialysis,"281329,282316"
282318,NE,YORK GENERAL DIALYSIS SERVICES,YORK,Non-profit,12,1144320441,INDEPENDENT,Hemodialysis,"280039,282318"
282319,NE,CHILDREN'S HOSPITAL & MEDICAL CENTER,OMAHA,For Profit,12,1346729886,INDEPENDENT,Hemodialysis,"282319,283301"
282500,NE,DIALYSIS CENTER OF LINCOLN,LINCOLN,Non-profit,12,1306840335,INDEPENDENT,Hemodialysis,282500
282501,NE,HASTINGS DIALYSIS CENTER,HASTINGS,For Profit,12,1134181563,DAVITA,Hemodialysis and Peritoneal Dialysis,282501
282502,NE,SCOTTSBLUFF DIALYSIS CENTER,SCOTTSBLUFF,For Profit,12,1821050295,DAVITA,Hemodialysis and Peritoneal Dialysis,282502
282503,NE,CAPITAL CITY DIALYSIS,LINCOLN,For Profit,12,1437111853,DAVITA,Hemodialysis and Peritoneal Dialysis,282503
282504,NE,"DIALYSIS CLINIC, INC.",OMAHA,Non-profit,12,1366475741,"DIALYSIS CLINIC, INC.",Hemodialysis,282504
282506,NE,OMAHA WEST DIALYSIS,OMAHA,For Profit,12,1902868367,DAVITA,Hemodialysis and Peritoneal Dialysis,282506
282507,NE,"DIALYSIS CLINIC, INC",OMAHA,Non-profit,12,1609809086,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,282507
282508,NE,RAI- NORTH HEALTHY WAY - FREMONT,FREMONT,For Profit,12,1548354301,FRESENIUS MEDICAL CARE,Unavailable,282508
282509,NE,DIALYSIS CENTER OF COLUMBUS,COLUMBUS,Non-profit,12,1679577605,INDEPENDENT,Hemodialysis,282509
282511,NE,OMAHA SOUTH DIALYSIS,OMAHA,For Profit,12,1750343109,DAVITA,Hemodialysis,282511
282512,NE,DODGE COUNTY DIALYSIS,FREMONT,For Profit,12,1962464388,DAVITA,Hemodialysis,282512
282513,NE,DIALYSIS CENTER OF LINCOLN-NORTHWEST,LINCOLN,Non-profit,12,1508860529,INDEPENDENT,Hemodialysis,282513
282514,NE,SORENSEN PARK DIALYSIS,OMAHA,For Profit,12,1699737049,DAVITA,Hemodialysis,282514
282515,NE,OVERLAND TRAILS RENAL CARE GROUP LLC,KEARNEY,For Profit,12,1730291543,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,282515
282516,NE,OMAHA CENTRAL DIALYSIS,OMAHA,For Profit,12,1891757233,DAVITA,Hemodialysis and Peritoneal Dialysis,282516
282517,NE,MCCOOK DIALYSIS CENTER,MCCOOK,For Profit,12,1730141177,DAVITA,Hemodialysis and Peritoneal Dialysis,282517
282518,NE,CORNHUSKER DIALYSIS,BELLEVUE,For Profit,12,1154383529,DAVITA,Hemodialysis,282518
282519,NE,RENAL CARE GROUP - NORTH PLATTE,NORTH PLATTE,For Profit,12,1649382458,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,282519
282520,NE,RAI CARE-CENTER ST-OMAHA,OMAHA,For Profit,12,1295829877,FRESENIUS MEDICAL CARE,Hemodialysis,282520
282521,NE,RAI CARE- AMES-OMAHA,OMAHA,For Profit,12,1295829869,FRESENIUS MEDICAL CARE,Hemodialysis,282521
282522,NE,GRAND ISLAND DIALYSIS,GRAND ISLAND,For Profit,12,1487616819,DAVITA,Hemodialysis,282522
282523,NE,KIDNEY DIALYSIS CENTER OF GRAND ISLAND,GRAND ISLAND,For Profit,12,1922110824,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,282523
282524,NE,"DIALYSIS CLINIC, INC",BELLEVUE,Non-profit,12,1861425340,"DIALYSIS CLINIC, INC.",Hemodialysis,282524
282525,NE,CARL T CURTIS HEALTH EDUCATION CENTER,MACY,Non-profit,12,1609083914,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,282525
282526,NE,SOUTH LINCOLN DIALYSIS,LINCOLN,For Profit,12,1396838991,DAVITA,Hemodialysis,282526
282527,NE,DIALYSIS CENTER OF LINCOLN SOUTHWEST,LINCOLN,Non-profit,12,1356532782,INDEPENDENT,Hemodialysis,282527
282528,NE,HOME DIALYSIS OF LINCOLN,LINCOLN,Non-profit,12,1629252770,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,282528
282529,NE,OMAHA HARRISON DIALYSIS,OMAHA,For Profit,12,1760766984,DAVITA,Hemodialysis,282529
282530,NE,NE NEBRASKA DIALYSIS,NORFOLK,For Profit,12,1659640522,DAVITA,Hemodialysis,282530
282531,NE,OMAHA FLORENCE DIALYSIS,OMAHA,For Profit,12,1013294156,DAVITA,Hemodialysis,282531
282532,NE,FRESENIUS MEDICAL CARE-NEBRASKA HOME DIALYSIS,OMAHA,For Profit,12,1649531351,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,282532
282533,NE,OMAHA HOME TRAINING,OMAHA,For Profit,12,1225455298,DAVITA,Hemodialysis and Peritoneal Dialysis,282533
282534,NE,BEATRICE DIALYSIS,BEATRICE,For Profit,12,1669826103,DAVITA,Hemodialysis,282534
282535,NE,FRESENIUS KIDNEY CARE OMAHA WEST,OMAHA,For Profit,12,1932644127,FRESENIUS MEDICAL CARE,Hemodialysis,282535
282536,NE,DIALYSIS CLINIC INC,OMAHA,Non-profit,12,1528581949,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,282536
292500,NV,FRESENIUS MEDICAL CARE - DESERT INN,LAS VEGAS,For Profit,15,1568574465,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292500
292501,NV,LAS VEGAS DIALYSIS CENTER,LAS VEGAS,For Profit,15,1538121793,DAVITA,Hemodialysis,292501
292504,NV,NORTH LAS VEGAS DIALYSIS CENTER,NORTH LAS VEGAS,For Profit,15,1902868169,DAVITA,Hemodialysis,292504
292505,NV,SPARKS DIALYSIS CENTER,SPARKS,For Profit,15,1629218185,DAVITA,Hemodialysis and Peritoneal Dialysis,292505
292506,NV,FRESENIUS MEDICAL CARE - NORTHWEST LAS VEGAS,LAS VEGAS,For Profit,15,1629180526,FRESENIUS MEDICAL CARE,Hemodialysis,292506
292507,NV,LAS VEGAS RENAL CENTER,LAS VEGAS,For Profit,15,1336349539,NATIONAL RENAL INSTITUTES,Hemodialysis,292507
292508,NV,DIALYSIS CLINIC INC - CARSON CITY,CARSON CITY,Non-profit,15,1770516155,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,292508
292511,NV,PAHRUMP DIALYSIS CENTER,PAHRUMP,For Profit,15,1053373225,DAVITA,Hemodialysis and Peritoneal Dialysis,292511
292512,NV,SOUTH LAS VEGAS DIALYSIS CENTER,LAS VEGAS,For Profit,15,1346203825,DAVITA,Hemodialysis,292512
292513,NV,FRESENIUS MEDICAL CARE - SOUTH PECOS,LAS VEGAS,For Profit,15,1538271432,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,292513
292515,NV,SUMMERLIN DIALYSIS CENTER,LAS VEGAS,For Profit,15,1669577037,DAVITA,Hemodialysis,292515
292516,NV,DIALYSIS CLINIC INC - ELKO,ELKO,Non-profit,15,1841223237,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,292516
292517,NV,GREEN VALLEY DIALYSIS,HENDERSON,For Profit,15,1245430446,DAVITA,Hemodialysis and Peritoneal Dialysis,292517
292518,NV,RENO DIALYSIS CENTER,RENO,For Profit,15,1700026481,DAVITA,Hemodialysis and Peritoneal Dialysis,292518
292519,NV,FMC LAKE MEAD NORTH,LAS VEGAS,For Profit,15,1245234145,BIOMEDICAL APPLICATIONS,Hemodialysis,292519
292520,NV,SIERRA ROSE DIALYSIS CENTER,RENO,For Profit,15,1841252012,DAVITA,Hemodialysis and Peritoneal Dialysis,292520
292521,NV,SOUTHERN HILLS DIALYSIS CENTER,LAS VEGAS,For Profit,15,1467414565,DAVITA,Hemodialysis and Peritoneal Dialysis,292521
292522,NV,ANTHEM VILLAGE DIALYSIS,HENDERSON,For Profit,15,1558323709,DAVITA,Hemodialysis,292522
292523,NV,"AMERICAN DIALYSIS CENTERS, LAS VEGAS",LAS VEGAS,For Profit,15,1770640666,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,292523
292524,NV,SIENA HENDERSON DIALYSIS CENTER,HENDERSON,For Profit,15,1689693319,DAVITA,Hemodialysis,292524
292525,NV,DESERT SPRINGS DIALYSIS,LAS VEGAS,For Profit,15,1427090828,DAVITA,Hemodialysis,292525
292526,NV,SOUTH MEADOWS DIALYSIS CENTER,RENO,For Profit,15,1417197195,DAVITA,Hemodialysis and Peritoneal Dialysis,292526
292527,NV,FRESENIUS KIDNEY CARE NEVADA FIRE MESA,LAS VEGAS,For Profit,15,1508807231,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,292527
292528,NV,FALLON DIALYSIS,FALLON,For Profit,15,1093927824,DAVITA,Hemodialysis and Peritoneal Dialysis,292528
292529,NV,FRESENIUS MEDICAL CARE SOUTH RAINBOW,LAS VEGAS,For Profit,15,1790960300,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292529
292531,NV,CENTENNIAL DIALYSIS CENTER,LAS VEGAS,For Profit,15,1639350804,DAVITA,Hemodialysis and Peritoneal Dialysis,292531
292532,NV,DESERT VALLEY DIALYSIS CENTER,MESQUITE,Non-profit,15,1124208947,UNIVERSITY OF UTAH DIALYSIS PROGRAM,Hemodialysis,292532
292533,NV,"LIBERTY DIALYSIS-RENO HOME DIALYSIS, LLC",RENO,For Profit,15,1306014238,LIBERTY DIALYSIS,Hemodialysis and Peritoneal Dialysis,292533
292534,NV,THE NEVADA DIALYSIS CENTER,HENDERSON,For Profit,15,1922279397,DAVITA,Hemodialysis,292534
292535,NV,DIALYSIS CLINIC INC,GARDNERVILLE,Non-profit,15,1184870248,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,292535
292536,NV,LAS VEGAS PEDIATRICS DIALYSIS CENTER,LAS VEGAS,For Profit,15,1952570590,DAVITA,Hemodialysis and Peritoneal Dialysis,292536
292537,NV,"LIBERTY DIALYSIS - SOUTH RENO, LLC",RENO,For Profit,15,1174791008,LIBERTY DIALYSIS,Hemodialysis,292537
292538,NV,FIVE STAR DIALYSIS CENTER,LAS VEGAS,For Profit,15,1598934226,DAVITA,Hemodialysis and Peritoneal Dialysis,292538
292539,NV,CARSON CITY DIALYSIS CENTER,CARSON CITY,For Profit,15,1073584322,DAVITA,Hemodialysis and Peritoneal Dialysis,"292539,293500"
292540,NV,"LIBERTY DIALYSIS - CARSON CITY, LLC",CARSON CITY,For Profit,15,1336317098,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292540
292541,NV,"LIBERTY DIALYSIS - NORTHWEST RENO, LLC",RENO,For Profit,15,1609044569,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292541
292542,NV,FRESENIUS MEDICAL CARE - CENTENNIAL,LAS VEGAS,For Profit,15,1780822833,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292542
292543,NV,LIBERTY DIALYSIS - LAS VEGAS,LAS VEGAS,For Profit,15,1033340187,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292543
292544,NV,"FRESENIUS MEDICAL CARE WEST SAHARA, LLC",LAS VEGAS,For Profit,15,1841516887,FRESENIUS MEDICAL CARE,Hemodialysis,292544
292545,NV,"LIBERTY DIALYSIS - SPARKS, LLC",SPARKS,For Profit,15,1104094036,FRESENIUS MEDICAL CARE,Hemodialysis,292545
292546,NV,WINNEMUCCA DIALYSIS,WINNEMUCCA,For Profit,15,1578836086,DAVITA,Hemodialysis and Peritoneal Dialysis,292546
292547,NV,SPRING VALLEY DIALYSIS,LAS VEGAS,For Profit,15,1952698417,DAVITA,Hemodialysis,292547
292548,NV,CHEYENNE DIALYSIS,LAS VEGAS,For Profit,15,1881961977,DAVITA,Hemodialysis and Peritoneal Dialysis,292548
292549,NV,"FRESENIUS MEDICAL CARE NE LAS VEGAS, LLC",LAS VEGAS,For Profit,15,1134493265,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292549
292550,NV,SANDERLING DIALYSIS CENTER-ELY,ELY,For Profit,15,1144650722,SANDERLING HEALTHCARE,Hemodialysis and Peritoneal Dialysis,292550
292551,NV,FMC OASIS,HENDERSON,For Profit,15,1487040689,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,292551
292552,NV,PELICAN POINT DIALYSIS,LAS VEGAS,For Profit,15,1861875585,DAVITA,Hemodialysis,292552
292553,NV,LAKE MEAD DIALYSIS,NORTH LAS VEGAS,For Profit,15,1356720023,DAVITA,Hemodialysis,292553
292554,NV,EAST SUNRISE DIALYSIS,LAS VEGAS,For Profit,15,1245681170,DAVITA,Hemodialysis,292554
292555,NV,THE DISTRICT DIALYSIS,HENDERSON,For Profit,15,1033622337,DAVITA,Hemodialysis,292555
292556,NV,"ADC, NORTH LAS VEGAS",NORTH LAS VEGAS,For Profit,15,1023599784,INDEPENDENT,Hemodialysis,292556
292557,NV,SAHARA DIALYSIS,LAS VEGAS,For Profit,15,1528629805,RENWICK,Hemodialysis,292557
302500,NH,NEW HAMPSHIRE KIDNEY CENTER,CONCORD,For Profit,1,1891704508,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302500
302501,NH,SEACOAST DIALYSIS CENTER,PORTSMOUTH,For Profit,1,1083623797,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302501
302502,NH,MANCHESTER KIDNEY CENTER,MANCHESTER,For Profit,1,1700895414,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302502
302503,NH,CENTRAL NEW HAMPSHIRE KIDNEY CENTER,LACONIA,For Profit,1,1679698765,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,302503
302504,NH,MONADNOCK DIALYSIS CENTER,KEENE,For Profit,1,1699784306,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302504
302505,NH,FMC STRAFFORD COUNTY DIALYSIS,ROCHESTER,For Profit,1,1427067131,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302505
302506,NH,FMC DIALYSIS SERVICES EXETER,EXETER,For Profit,1,1326057035,FRESENIUS MEDICAL CARE,Hemodialysis,302506
302507,NH,NASHUA DIALYSIS,NASHUA,For Profit,1,1700848819,DAVITA,Hemodialysis and Peritoneal Dialysis,302507
302508,NH,FRESENIUS MEDICAL CARE OF LANCASTER,LANCASTER,For Profit,1,1801805510,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302508
302509,NH,FRESENIUS MEDICAL CARE OF LEBANON,LEBANON,For Profit,1,1992714604,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302509
302510,NH,FRESENIUS MEDICAL CARE LONDONDERRY,LONDONDERRY,For Profit,1,1558509752,FRESENIUS MEDICAL CARE,Hemodialysis,302510
302511,NH,DERRY DIALYSIS,LONDONDERRY,For Profit,1,1083856074,DAVITA,Hemodialysis and Peritoneal Dialysis,302511
302512,NH,MT WASHINGTON VALLEY DIALYSIS CENTER,CONWAY,For Profit,1,1306107479,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302512
302513,NH,BEDFORD DIALYSIS,BEDFORD,For Profit,1,1780949560,DAVITA,Hemodialysis and Peritoneal Dialysis,302513
302514,NH,FRESENIUS MEDICAL CARE COCHECO RIVER,DOVER,For Profit,1,1427308717,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302514
302515,NH,FRESENIUS MEDICAL CARE SOUTHERN NH DIALYSIS CENTER,MILFORD,For Profit,1,1053656520,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,302515
302516,NH,FRESENIUS MEDICAL CARE OF ROCKINGHAM COUNTY,SALEM,For Profit,1,1891120812,FRESENIUS MEDICAL CARE,Hemodialysis,302516
302517,NH,ROCKINGHAM COUNTY DIALYSIS,SALEM,For Profit,1,1316375520,DAVITA,Hemodialysis,302517
302518,NH,FRESENIUS KIDNEY CARE OF NASHUA,NASHUA,For Profit,1,1770021925,FRESENIUS MEDICAL CARE,Hemodialysis,302518
302519,NH,MANCHESTER DIALYSIS,MANCHESTER,For Profit,1,1578003919,DAVITA,Hemodialysis,302519
312314,NJ,EAST ORANGE GENERAL HOSP,EAST ORANGE,Non-profit,3,1013386143,INDEPENDENT,Hemodialysis,"310083,312314"
312315,NJ,CAPITAL HEALTH SYSTEM AT FULD,TRENTON,Non-profit,3,1275583726,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"310092,312315"
312318,NJ,TRINITAS HOSPITAL 3 NORTH DIALYSIS,ELIZABETH,Non-profit,3,1669472882,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"310027,312318"
312320,NJ,BRIDGETON DIALYSIS,BRIDGETON,Non-profit,3,1679527626,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"310032,312320"
312323,NJ,ATLANTIC CITY MEDICAL CENTER,ATLANTIC CITY,Non-profit,3,1245262757,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"310064,312323"
312324,NJ,BAYONNE HOSPITAL CENTER,BAYONNE,Non-profit,3,1598961120,INDEPENDENT,Hemodialysis,"310025,312324"
312331,NJ,MOUNTAINSIDE HOSPITAL DIALYSIS CENTER,MONTCLAIR,Non-profit,3,1437225364,ATLANTIC HEALTH SYSTEM,Hemodialysis and Peritoneal Dialysis,"310054,312331"
312333,NJ,VALLEY HOSPITAL,RIDGEWOOD,Non-profit,3,1003892332,INDEPENDENT,Unavailable,"310012,312333"
312501,NJ,BIO-MEDICAL APPLICATIONS OF IRVINGTON,IRVINGTON,For Profit,3,1841394616,FRESENIUS MEDICAL CARE,Hemodialysis,312501
312502,NJ,BIO-MEDICAL APPLICATIONS OF JERSEY CITY,JERSEY CITY,For Profit,3,1821193608,FRESENIUS MEDICAL CARE,Hemodialysis,312502
312503,NJ,FRESENIUS MEDICAL CARE NORTH NEWARK,NEWARK,For Profit,3,1205930070,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,312503
