Measure ID,Measure
pdody4_f,"F: End of Year Status - % of patient deaths attributed to another facility, 2019"
ptxdy4_f,"F: End of Year Status - % of patients that received a transplant, 2019"
pahdy4_f,"F: End of Year Status - % of patients alive in this facility, 2019"
paody4_f,"F: End of Year Status - % of patients alive in another facility, 2019"
potdy4_f,"F: End of Year Status - % of patients, other, 2019"
allcnty1_f,"F (AFS): # of pts, 2016"
endcnty1_f,"F (AFS):  # of all pts on Dec 31, 2016"
iuhemy1_f,"F (AFS):  # in-center HD pts on Dec 31, 2016"
iufreqy1_f,"F (AFS):  # in-center frequent HD pts on Dec 31, 2016"
iunonfreqy1_f,"F (AFS):  # in-center non-frequent HD pts on Dec 31, 2016"
iuothy1_f,"F (AFS):  # in-center pts with other modality on Dec 31, 2016"
iucapdy1_f,"F (AFS): # in-center CAPD pts on Dec 31, 2016"
iuccpdy1_f,"F (AFS): # in-center CCPD pts on Dec 31, 2016"
ihhemy1_f,"F (AFS):  # home HD pts on Dec 31, 2016"
ihfreqy1_f,"F (AFS):  # home frequent HD pts on Dec 31, 2016"
ihnonfreqy1_f,"F (AFS):  # home non-frequent HD pts on Dec 31, 2016"
ihothy1_f,"F (AFS):  # home pts with other modality on Dec 31, 2016"
ihcapdy1_f,"F (AFS): # home CAPD pts on Dec 31, 2016"
ihccpdy1_f,"F (AFS): # home CCPD pts on Dec 31, 2016"
medicarey1_f,"F (AFS):  % Medicare pts on Dec 31, 2016"
medpendy1_f,"F (AFS): % Medicare pending on Dec 31, 2016"
nonmedy1_f,"F (AFS): % Non-Medicare on Dec 31, 2016"
staffy1_f,"F (AFS): # of total staff positions on Dec 31 (full & part time), 2016"
nurseFTy1_f,"F (AFS): # of full time nurses on Dec 31, 2016"
nursePTy1_f,"F (AFS): # of part time nurses on Dec 31, 2016"
ptcareFTy1_f,"F (AFS): # of full time patient care technicians on Dec 31, 2016"
ptcarePTy1_f,"F (AFS): # of part time patient care technicians on Dec 31, 2016"
dietFTy1_f,"F (AFS): # of full time renal dieticians on Dec 31, 2016"
dietPTy1_f,"F (AFS): # of part time renal dieticians on Dec 31, 2016"
socwkFTy1_f,"F (AFS): # of full time social workers on Dec 31, 2016"
socwkPTy1_f,"F (AFS): # of part time social workers on Dec 31, 2016"
vocrehaby1_f,"F (AFS): Vocational Rehab # of Patients 18-54 on Dec 31, 2016"
incpery1_f,"F (AFS):  % incident pts, 2016"
transiny1_f,"F (AFS):  % of pts transferred in, 2016"
transouty1_f,"F (AFS):  % of pts transferred out, 2016"
allcnty2_f,"F (AFS): # of pts, 2017"
endcnty2_f,"F (AFS):  # of all pts on Dec 31, 2017"
iuhemy2_f,"F (AFS):  # in-center HD pts on Dec 31, 2017"
iufreqy2_f,"F (AFS):  # in-center frequent HD pts on Dec 31, 2017"
iunonfreqy2_f,"F (AFS):  # in-center non-frequent HD pts on Dec 31, 2017"
iuothy2_f,"F (AFS):  # in-center pts with other modality on Dec 31, 2017"
iucapdy2_f,"F (AFS): # in-center CAPD pts on Dec 31, 2017"
iuccpdy2_f,"F (AFS): # in-center CCPD pts on Dec 31, 2017"
ihhemy2_f,"F (AFS):  # home HD pts on Dec 31, 2017"
ihfreqy2_f,"F (AFS):  # home frequent HD pts on Dec 31, 2017"
ihnonfreqy2_f,"F (AFS):  # home non-frequent HD pts on Dec 31, 2017"
ihothy2_f,"F (AFS):  # home pts with other modality on Dec 31, 2017"
ihcapdy2_f,"F (AFS): # home CAPD pts on Dec 31, 2017"
ihccpdy2_f,"F (AFS): # home CCPD pts on Dec 31, 2017"
medicarey2_f,"F (AFS):  % Medicare pts on Dec 31, 2017"
medpendy2_f,"F (AFS): % Medicare pending on Dec 31, 2017"
nonmedy2_f,"F (AFS): % Non-Medicare on Dec 31, 2017"
staffy2_f,"F (AFS): # of total staff positions on Dec 31 (full & part time), 2017"
nurseFTy2_f,"F (AFS): # of full time nurses on Dec 31, 2017"
nursePTy2_f,"F (AFS): # of part time nurses on Dec 31, 2017"
ptcareFTy2_f,"F (AFS): # of full time patient care technicians on Dec 31, 2017"
ptcarePTy2_f,"F (AFS): # of part time patient care technicians on Dec 31, 2017"
dietFTy2_f,"F (AFS): # of full time renal dieticians on Dec 31, 2017"
dietPTy2_f,"F (AFS): # of part time renal dieticians on Dec 31, 2017"
socwkFTy2_f,"F (AFS): # of full time social workers on Dec 31, 2017"
socwkPTy2_f,"F (AFS): # of part time social workers on Dec 31, 2017"
vocrehaby2_f,"F (AFS): Vocational Rehab # of Patients 18-54 on Dec 31, 2017"
incpery2_f,"F (AFS):  % incident pts, 2017"
transiny2_f,"F (AFS):  % of pts transferred in, 2017"
transouty2_f,"F (AFS):  % of pts transferred out, 2017"
allcnty3_f,"F (AFS): # of pts, 2018"
endcnty3_f,"F (AFS):  # of all pts on Dec 31, 2018"
iuhemy3_f,"F (AFS):  # in-center HD pts on Dec 31, 2018"
iufreqy3_f,"F (AFS):  # in-center frequent HD pts on Dec 31, 2018"
iunonfreqy3_f,"F (AFS):  # in-center non-frequent HD pts on Dec 31, 2018"
iuothy3_f,"F (AFS):  # in-center pts with other modality on Dec 31, 2018"
iucapdy3_f,"F (AFS): # in-center CAPD pts on Dec 31, 2018"
iuccpdy3_f,"F (AFS): # in-center CCPD pts on Dec 31, 2018"
ihhemy3_f,"F (AFS):  # home HD pts on Dec 31, 2018"
ihfreqy3_f,"F (AFS):  # home frequent HD pts on Dec 31, 2018"
ihnonfreqy3_f,"F (AFS):  # home non-frequent HD pts on Dec 31, 2018"
ihothy3_f,"F (AFS):  # home pts with other modality on Dec 31, 2018"
ihcapdy3_f,"F (AFS): # home CAPD pts on Dec 31, 2018"
ihccpdy3_f,"F (AFS): # home CCPD pts on Dec 31, 2018"
medicarey3_f,"F (AFS):  % Medicare pts on Dec 31, 2018"
medpendy3_f,"F (AFS): % Medicare pending on Dec 31, 2018"
nonmedy3_f,"F (AFS): % Non-Medicare on Dec 31, 2018"
staffy3_f,"F (AFS): # of total staff positions on Dec 31 (full & part time), 2018"
nurseFTy3_f,"F (AFS): # of full time nurses on Dec 31, 2018"
nursePTy3_f,"F (AFS): # of part time nurses on Dec 31, 2018"
ptcareFTy3_f,"F (AFS): # of full time patient care technicians on Dec 31, 2018"
ptcarePTy3_f,"F (AFS): # of part time patient care technicians on Dec 31, 2018"
dietFTy3_f,"F (AFS): # of full time renal dieticians on Dec 31, 2018"
dietPTy3_f,"F (AFS): # of part time renal dieticians on Dec 31, 2018"
socwkFTy3_f,"F (AFS): # of full time social workers on Dec 31, 2018"
socwkPTy3_f,"F (AFS): # of part time social workers on Dec 31, 2018"
vocrehaby3_f,"F (AFS): Vocational Rehab # of Patients 18-54 on Dec 31, 2018"
incpery3_f,"F (AFS):  % incident pts, 2018"
transiny3_f,"F (AFS):  % of pts transferred in, 2018"
transouty3_f,"F (AFS):  % of pts transferred out, 2018"
employedy3_f,"F (AFS): % Patients 18-54 who are employed on Dec 31, 2018"
schooly3_f,"F (AFS): % Patients 18-54 who are in school on Dec 31, 2018"
iuhemy4_f,"F (AFS):  # in-center HD pts on Dec 31, 2019"
iufreqy4_f,"F (AFS):  # in-center frequent HD pts on Dec 31, 2019"
iunonfreqy4_f,"F (AFS):  # in-center non-frequent HD pts on Dec 31, 2019"
iuothy4_f,"F (AFS):  # in-center pts with other modality on Dec 31, 2019"
iucapdy4_f,"F (AFS): # in-center CAPD pts on Dec 31, 2019"
iuccpdy4_f,"F (AFS): # in-center CCPD pts on Dec 31, 2019"
ihhemy4_f,"F (AFS):  # home HD pts on Dec 31, 2019"
ihfreqy4_f,"F (AFS):  # home frequent HD pts on Dec 31, 2019"
ihnonfreqy4_f,"F (AFS):  # home non-frequent HD pts on Dec 31, 2019"
ihothy4_f,"F (AFS):  # home pts with other modality on Dec 31, 2019"
ihcapdy4_f,"F (AFS): # home CAPD pts on Dec 31, 2019"
ihccpdy4_f,"F (AFS): # home CCPD pts on Dec 31, 2019"
staffy4_f,"F (AFS): # of total staff positions on Dec 31 (full & part time), 2019"
nurseFTy4_f,"F (AFS): # of full time nurses on Dec 31, 2019"
nursePTy4_f,"F (AFS): # of part time nurses on Dec 31, 2019"
ptcareFTy4_f,"F (AFS): # of full time patient care technicians on Dec 31, 2019"
ptcarePTy4_f,"F (AFS): # of part time patient care technicians on Dec 31, 2019"
dietFTy4_f,"F (AFS): # of full time renal dieticians on Dec 31, 2019"
dietPTy4_f,"F (AFS): # of part time renal dieticians on Dec 31, 2019"
socwkFTy4_f,"F (AFS): # of full time social workers on Dec 31, 2019"
socwkPTy4_f,"F (AFS): # of part time social workers on Dec 31, 2019"
vocrehaby4_f,"F (AFS): Vocational Rehab # of Patients 18-54 on Dec 31, 2019"
incpery4_f,"F (AFS):  % incident pts, 2019"
employedy4_f,"F (AFS): % Patients 18-54 who are employed on Dec 31, 2019"
schooly4_f,"F (AFS): % Patients 18-54 who are in school on Dec 31, 2019"
alcomy1_f,"F: Adult Incident Patients (2728) - Percent alcohol dependent, 2016"
ashdmy1_f,"F: Adult Incident Patients (2728) - Percent with atherosclerotic heart disease, 2016"
othcarmy1_f,"F: Adult Incident Patients (2728) - Percent with other cardiac disorder, 2016"
canmy1_f,"F: Adult Incident Patients (2728) - Percent with cancer, 2016"
chfmy1_f,"F: Adult Incident Patients (2728) - Percent with congestive heart failure, 2016"
cvamy1_f,"F: Adult Incident Patients (2728) - Percent with CVD, CVA, TIA, 2016"
diabimy1_f,"F: Adult Incident Patients (2728) - Percent with diabetes on insulin, 2016"
diabmy1_f,"F: Adult Incident Patients (2728) - Percent with diabetes, 2016"
drugmy1_f,"F: Adult Incident Patients (2728) - Percent drug dependent, 2016"
hxhtmy1_f,"F: Adult Incident Patients (2728) - Percent with hist of hypertension, 2016"
ambumy1_f,"F: Adult Incident Patients (2728) - Percent inability to ambulate, 2016"
transmy1_f,"F: Adult Incident Patients (2728) - Percent inability to transfer, 2016"
copdmy1_f,"F: Adult Incident Patients (2728) - Percent with COPD, 2016"
pvdmy1_f,"F: Adult Incident Patients (2728) - Percent with PVD, 2016"
smokmy1_f,"F: Adult Incident Patients (2728) - Percent smoker, 2016"
ethmy1_f,"F: Adult Incident Patients (2728) - Percent Hispanic, 2016"
whitemy1_f,"F: Adult Incident Patients (2728) - Percent White, 2016"
blackmy1_f,"F: Adult Incident Patients (2728) - Percent African American, 2016"
nativmy1_f,"F: Adult Incident Patients (2728) - Percent Native American, 2016"
asianmy1_f,"F: Adult Incident Patients (2728) - Percent Asian/Pacific Islander, 2016"
racoummy1_f,"F: Adult Incident Patients (2728) - Percent other/unknown/missing race, 2016"
cempmy1_f,"F: Adult Incident Patients (2728) - Percent currently employed FT/PT/student, 2016"
pempmy1_f,"F: Adult Incident Patients (2728) - Percent prev. employed FT/PT/student, 2016"
dbprimy1_f,"F: Adult Incident Patients (2728) - Percent diabetes as primary cause ESRD, 2016"
gnprimy1_f,"F: Adult Incident Patients (2728) - Percent glomerulonephritis as primary cause of ESRD, 2016"
htprimy1_f,"F: Adult Incident Patients (2728) - Percent hypertension as primary cause ESRD, 2016"
omprimy1_f,"F: Adult Incident Patients (2728) - Percent other/missing primary cause of ESRD, 2016"
femmy1_f,"F: Adult Incident Patients (2728) - Percent female, 2016"
agemy1_f,"F: Adult Incident Patients (2728) - Average age, 2016"
salbmy1_f,"F: Adult Incident Patients (2728) - Average serum albumin, 2016"
creamy1_f,"F: Adult Incident Patients (2728) - Average creatinine, 2016"
hgmy1_f,"F: Adult Incident Patients (2728) - Average hemoglobin, 2016"
gfrmy1_f,"F: Adult Incident Patients (2728) - GFR by MDRD formula, 2016"
cntcomy1_f,"F: Adult Incident Patients (2728) - Average count of comorbidities, 2016"
pdmodMEFHDmy1_f,"F: Adult Incident Patients (2728) - Primary Modality: Hemodialysis, 2016"
pdmodMEFPDmy1_f,"F: Adult Incident Patients (2728) - Primary Modality: Peritoneal Dialysis, 2016"
pdmodMEFOTHUNKmy1_f,"F: Adult Incident Patients (2728) -Primary Modality: Other/Unknown/Missing, 2016"
insmdcrmy1_f,"F: Adult Incident Patients (2728) - Percent with Medicare coverage only, 2016"
insmdcdmy1_f,"F: Adult Incident Patients (2728) - Percent with Medicaid coverage only, 2016"
insmdcrcdmy1_f,"F: Adult Incident Patients (2728) - Percent with Medicare and Medicaid coverage only, 2016"
insempmy1_f,"F: Adult Incident Patients (2728) - Percent with employer group coverage only, 2016"
insnonemy1_f,"F: Adult Incident Patients (2728) - Percent with no coverage, 2016"
insmdcromy1_f,"F: Adult Incident Patients (2728) - Percent with Medicare and other coverage, 2016"
insmedomy1_f,"F: Adult Incident Patients (2728) - Percent with other or unknown coverage, 2016"
preepomy1_f,"F: Adult Incident Patients (2728) - Percent of patients. Received ESA prior to ESRD, 2016"
nephnomy1_f,"F: Adult Incident Patients (2728) - No Pre-ESRD Nephrologist Care, 2016"
nephy6my1_f,"F: Adult Incident Patients (2728) - Pre-ESRD Nephrologist Care Less Than 6 mths, 2016"
nephy612my1_f,"F: Adult Incident Patients (2728) - Pre-ESRD Nephrologist Care Between 6 and 12 mths, 2016"
nephy12my1_f,"F: Adult Incident Patients (2728) - Pre-ESRD Nephrologist Care Greater Than 12 mths, 2016"
nephunkmissmy1_f,"F: Adult Incident Patients (2728) - Unknown Pre-ESRD Nephrologist Care, 2016"
ptinfymy1_f,"F: Adult Incident Patients (2728) - Percent of Patients Informed of Transplant Options, 2016"
ptinfnmy1_f,"F: Adult Incident Patients (2728) - Patients Not Informed of Transplant Options, 2016"
hemomy1_f,"F: Adult Incident Patients (2728) - Number of incident hemodialysis patients (n),2016"
nmy1_f,"F: Adult Incident Patients (2728) - Number of forms returned, 2016"
rdsmz_f,"F: All Patient Mortality - Number of patients, 2016-2019"
deaz_f,"F: All Patient Mortality - Number of patient deaths, 2016-2019"
exdz_f,"F: All Patient Mortality - Expected number of patient deaths, 2016-2019"
dyz_f,"F: All Patient Mortality - Years at risk, 2016-2019"
dudz_f,"F: All Patient Mortality - # of deaths from DUDS, 2016-2019"
smrz_f,"F: All Patient Mortality - Standardized Mortality Ratio, 2016-2019"
rdsmy1_f,"F: All Patient Mortality - Number of patients, 2016"
dyy1_f,"F: All Patient Mortality - Years at risk for mortality, 2016"
deay1_f,"F: All Patient Mortality - Number of patient deaths, 2016"
dudy1_f,"F: All Patient Mortality - # of deaths from dialysis unrelated deaths, 2016"
exdy1_f,"F: All Patient Mortality - Expected number of patient deaths, 2016"
rdsmy2_f,"F: All Patient Mortality - Number of patients, 2017"
dyy2_f,"F: All Patient Mortality - Years at risk for mortality, 2017"
deay2_f,"F: All Patient Mortality - Number of patient deaths, 2017"
dudy2_f,"F: All Patient Mortality - # of deaths from dialysis unrelated deaths, 2017"
exdy2_f,"F: All Patient Mortality - Expected number of patient deaths, 2017"
rdsmy3_f,"F: All Patient Mortality - Number of patients, 2018"
dyy3_f,"F: All Patient Mortality - Years at risk for mortality, 2018"
deay3_f,"F: All Patient Mortality - Number of patient deaths, 2018"
dudy3_f,"F: All Patient Mortality - # of deaths from dialysis unrelated deaths, 2018"
exdy3_f,"F: All Patient Mortality - Expected number of patient deaths, 2018"
rdsmy4_f,"F: All Patient Mortality - Number of patients, 2019"
dyy4_f,"F: All Patient Mortality - Years at risk for mortality, 2019"
deay4_f,"F: All Patient Mortality - Number of patient deaths, 2019"
dudy4_f,"F: All Patient Mortality - # of deaths from dialysis unrelated deaths, 2019"
exdy4_f,"F: All Patient Mortality - Expected number of patient deaths, 2019"
pmz_f,"F: All Patient Mortality - P-value, 2016-2019"
chimz_f,"F: All Patient Mortality - 95% confidence interval (upper limit), 2016-2019"
clomz_f,"F: All Patient Mortality - 95% confidence interval (lower limit), 2016-2019"
fynmz_f,"F: FYSMR-Number of new patients, 2016-18"
fydyz_f,"F: FYSMR-Number of years at risk for new patients, 2016-18"
fydeaz_f,"F:FYSMR- Number of new dialysis patient deaths, 2016-18"
fyexdz_f,"F:FYSMR- Expected number of new patient deaths, 2016-18"
fynmy1_f,"F: FYSMR-Number of new patients, 2016"
fydyy1_f,"F: FYSMR-Number of years at risk for new patients, 2016"
fydeay1_f,"F:FYSMR- Number of new dialysis patient deaths, 2016"
fyexdy1_f,"F:FYSMR- Expected number of new patient deaths, 2016"
rkmsz_f,"F: SMR-Percentile rank in state, 2016-19"
rkmnz_f,"F: SMR-Percentile rank in Network, 2016-19"
rkmuz_f,"F: SMR-Percentile rank in US, 2016-19"
rdshz_f,"F: Hospitalization - Number of Medicare Dialysis Patients, 2016-2019"
htaz_f,"F: SHR (Admissions)- Number Hospital Admissions, 2016-2019"
extz_f,"F: SHR (Admissions)- Expected Number of Hospital Admissions, 2016-2019"
hdz_f,"F: SHR (Days)- Days Hospitalized, 2016-2019"
exhdz_f,"F: SHR (Days)- Expected Days Hospitalized, 2016-2019"
hdyz_f,"F: Hospitalization - Years at Risk, 2016-2019"
hedz_f,"F: SHR (ED)- Number of ED Visits, 2016-2019"
exedz_f,"F: SHR (ED)- Expected ED Visits, 2016-2019"
hdyedz_f,"F: SHR (ED) - Years at Risk, 2016-2019"
shrtz_f,"F: SHR (Admissions)- Standardized Hospitalization Ratio for Admissions, 2016-2019"
shrdz_f,"F: SHR (Days)- Standardized Total Days Hospitalized Ratio, 2016-2019"
lenz_f,"F: SHR (Admissions)- Average Length of Stay (days per admission), 2016-2019"
onez_f,"F: SHR (Admissions)- % One Day Admissions, 2016-2019"
miiz_f,"F: Hospitalization - Diagnosis: % with Acute Myocardial Infarction, 2016-2019"
sepiz_f,"F: Hospitalization - Diagnosis: % with Septicemia, 2016-2019"
achfz_f,"F: Hospitalization - Diagnosis: % with Congestive Heart Failure, 2016-2019"
acdrz_f,"F: Hospitalization - Diagnosis: % with Cardiac Dysrhythmia, 2016-2019"
acarz_f,"F: Hospitalization - Diagnosis: % with Cardiac Arrest, 2016-2019"
edptz_f,"F: SHR (ED)- % Patients with at Least One ED Visit, 2016-2019"
edipz_f,"F: SHR (ED)- % ED Visits Resulting in Hospitalization, 2016-2019"
ipedz_f,"F: SHR (ED)- % Inpatient Admissions Originating in ED, 2016-2019"
shredz_f,"F: SHR (ED)- Standardized Hospitalizion Ratio for ED, 2016-2019"
rdshy1_f,"F: Hospitalization - Number of Patients, 2016"
htay1_f,"F: SHR (Admissions) - Number of Hospital Admissions, 2016"
hdyy1_f,"F: Hospitalization - Years at Risk, 2016"
hdy1_f,"F: SHR (Days) - Days Hospitalized, 2016"
hedy1_f,"F: SHR (ED) - Number of ED Visits, 2016"
exty1_f,"F: SHR (Admissions) - Expected Number of Hospital Admissions, 2016"
exhdy1_f,"F: SHR (Days) - Expected Days Hospitalized, 2016"
exedy1_f,"F: SHR (ED) - Expected Number of ED Visits, 2016"
hdyedy1_f,"F: SHR (ED) - Years at Risk, 2016"
miiy1_f,"F: Hospitalization - Diagnosis: % with Acute Myocardial Infarction, 2016"
sepiy1_f,"F: Hospitalization - Diagnosis: % with Septicemia, 2016"
achfy1_f,"F: Hospitalization - Diagnosis: % with Congestive Heart Failure, 2016"
acdry1_f,"F: Hospitalization - Diagnosis: % with Cardiac Dysrhythmia, 2016"
acary1_f,"F: Hospitalization - Diagnosis: % with Cardiac Arrest, 2016"
shrty1_f,"F: SHR (Admissions) - Standardized Hospitalization Ratio for Admissions, 2016"
shrdy1_f,"F: SHR (Days) - Standardized Hospitalizion Ratio for Days, 2016"
leny1_f,"F: SHR (Admissions) - Average Length of Stay (Days per Admission), 2016"
oney1_f,"F: SHR (Admissions) - % One Day Admissions, 2016"
edpty1_f,"F: SHR (ED) - % Patients with at Least One ED Visit, 2016"
edipy1_f,"F: SHR (ED) - % ED Visits Resulting in Hospitalization, 2016"
ipedy1_f,"F: SHR (ED) - % Inpatient Admissions Originating in ED, 2016"
shredy1_f,"F: SHR (ED) - Standardized Hospitalized Ratio for ED, 2016"
rdshy2_f,"F: Hospitalization - Number of Patients, 2017"
htay2_f,"F: SHR (Admissions) - Number of Hospital Admissions, 2017"
hdyy2_f,"F: Hospitalization - Years at Risk, 2017"
hdy2_f,"F: SHR (Days) - Days Hospitalized, 2017"
hedy2_f,"F: SHR (ED) - Number of ED Visits, 2017"
exty2_f,"F: SHR (Admissions) - Expected Number of Hospital Admissions, 2017"
exhdy2_f,"F: SHR (Days) - Expected Days Hospitalized, 2017"
exedy2_f,"F: SHR (ED) - Expected Number of ED Visits, 2017"
hdyedy2_f,"F: SHR (ED) - Years at Risk, 2017"
miiy2_f,"F: Hospitalization - Diagnosis: % with Acute Myocardial Infarction, 2017"
sepiy2_f,"F: Hospitalization - Diagnosis: % with Septicemia, 2017"
achfy2_f,"F: Hospitalization - Diagnosis: % with Congestive Heart Failure, 2017"
acdry2_f,"F: Hospitalization - Diagnosis: % with Cardiac Dysrhythmia, 2017"
acary2_f,"F: Hospitalization - Diagnosis: % with Cardiac Arrest, 2017"
shrty2_f,"F: SHR (Admissions) - Standardized Hospitalization Ratio for Admissions, 2017"
shrdy2_f,"F: SHR (Days) - Standardized Hospitalizion Ratio for Days, 2017"
leny2_f,"F: SHR (Admissions) - Average Length of Stay (Days per Admission), 2017"
oney2_f,"F: SHR (Admissions) - % One Day Admissions, 2017"
edpty2_f,"F: SHR (ED) - % Patients with at Least One ED Visit, 2017"
edipy2_f,"F: SHR (ED) - % ED Visits Resulting in Hospitalization, 2017"
ipedy2_f,"F: SHR (ED) - % Inpatient Admissions Originating in ED, 2017"
shredy2_f,"F: SHR (ED) - Standardized Hospitalized Ratio for ED, 2017"
rdshy3_f,"F: Hospitalization - Number of Patients, 2018"
htay3_f,"F: SHR (Admissions) - Number of Hospital Admissions, 2018"
hdyy3_f,"F: Hospitalization - Years at Risk, 2018"
hdy3_f,"F: SHR (Days) - Days Hospitalized, 2018"
hedy3_f,"F: SHR (ED) - Number of ED Visits, 2018"
exty3_f,"F: SHR (Admissions) - Expected Number of Hospital Admissions, 2018"
exhdy3_f,"F: SHR (Days) - Expected Days Hospitalized, 2018"
exedy3_f,"F: SHR (ED) - Expected Number of ED Visits, 2018"
hdyedy3_f,"F: SHR (ED) - Years at Risk, 2018"
miiy3_f,"F: Hospitalization - Diagnosis: % with Acute Myocardial Infarction, 2018"
sepiy3_f,"F: Hospitalization - Diagnosis: % with Septicemia, 2018"
achfy3_f,"F: Hospitalization - Diagnosis: % with Congestive Heart Failure, 2018"
acdry3_f,"F: Hospitalization - Diagnosis: % with Cardiac Dysrhythmia, 2018"
acary3_f,"F: Hospitalization - Diagnosis: % with Cardiac Arrest, 2018"
shrty3_f,"F: SHR (Admissions) - Standardized Hospitalization Ratio for Admissions, 2018"
shrdy3_f,"F: SHR (Days) - Standardized Hospitalizion Ratio for Days, 2018"
leny3_f,"F: SHR (Admissions) - Average Length of Stay (Days per Admission), 2018"
oney3_f,"F: SHR (Admissions) - % One Day Admissions, 2018"
edpty3_f,"F: SHR (ED) - % Patients with at Least One ED Visit, 2018"
edipy3_f,"F: SHR (ED) - % ED Visits Resulting in Hospitalization, 2018"
ipedy3_f,"F: SHR (ED) - % Inpatient Admissions Originating in ED, 2018"
shredy3_f,"F: SHR (ED) - Standardized Hospitalized Ratio for ED, 2018"
rdshy4_f,"F: Hospitalization - Number of Patients, 2019"
htay4_f,"F: SHR (Admissions) - Number of Hospital Admissions, 2019"
hdyy4_f,"F: Hospitalization - Years at Risk, 2019"
hdy4_f,"F: SHR (Days) - Days Hospitalized, 2019"
hedy4_f,"F: SHR (ED) - Number of ED Visits, 2019"
exty4_f,"F: SHR (Admissions) - Expected Number of Hospital Admissions, 2019"
exhdy4_f,"F: SHR (Days) - Expected Days Hospitalized, 2019"
exedy4_f,"F: SHR (ED) - Expected Number of ED Visits, 2019"
hdyedy4_f,"F: SHR (ED) - Years at Risk, 2019"
miiy4_f,"F: Hospitalization - Diagnosis: % with Acute Myocardial Infarction, 2019"
sepiy4_f,"F: Hospitalization - Diagnosis: % with Septicemia, 2019"
achfy4_f,"F: Hospitalization - Diagnosis: % with Congestive Heart Failure, 2019"
acdry4_f,"F: Hospitalization - Diagnosis: % with Cardiac Dysrhythmia, 2019"
acary4_f,"F: Hospitalization - Diagnosis: % with Cardiac Arrest, 2019"
shrty4_f,"F: SHR (Admissions) - Standardized Hospitalization Ratio for Admissions, 2019"
shrdy4_f,"F: SHR (Days) - Standardized Hospitalizion Ratio for Days, 2019"
leny4_f,"F: SHR (Admissions) - Average Length of Stay (Days per Admission), 2019"
edpty4_f,"F: SHR (ED) - % Patients with at Least One ED Visit, 2019"
edipy4_f,"F: SHR (ED) - % ED Visits Resulting in Hospitalization, 2019"
shredy4_f,"F: SHR (ED) - Standardized Hospitalized Ratio for ED, 2019"
pchtay1_f,"F: SHR (Admissions) - P-value, 2016"
chichtay1_f,"F: SHR (Admissions) - 97.5% Upper Confidence Limit, 2016"
clochtay1_f,"F: SHR (Admissions)- 2.5% Lower Confidence Limit, 2016"
pchtay2_f,"F: SHR (Admissions) - P-value, 2017"
chichtay2_f,"F: SHR (Admissions) - 97.5% Upper Confidence Limit, 2017"
clochtay2_f,"F: SHR (Admissions)- 2.5% Lower Confidence Limit, 2017"
pchtay3_f,"F: SHR (Admissions) - P-value, 2018"
chichtay3_f,"F: SHR (Admissions) - 97.5% Upper Confidence Limit, 2018"
clochtay3_f,"F: SHR (Admissions)- 2.5% Lower Confidence Limit, 2018"
pchtay4_f,"F: SHR (Admissions) - P-value, 2019"
chichtay4_f,"F: SHR (Admissions) - 97.5% Upper Confidence Limit, 2019"
clochtay4_f,"F: SHR (Admissions)- 2.5% Lower Confidence Limit, 2019"
pchtaz_f,"F: SHR (Admissions)- P-value, 2016-2019"
chichtaz_f,"F: SHR (Admissions)- 97.5% Upper Confidence Limit, 2016-2019"
clochtaz_f,"F: SHR (Admissions)- 2.5% Lower Confidence Limit, 2016-2019"
pchdy1_f,"F: SHR (Days) - P-value, 2016"
chichdy1_f,"F: SHR (Days) - 97.5% Upper Confidence Limit, 2016"
clochdy1_f,"F: SHR (Days) - 2.5% Lower Confidence Limit, 2016"
pchdy2_f,"F: SHR (Days) - P-value, 2017"
chichdy2_f,"F: SHR (Days) - 97.5% Upper Confidence Limit, 2017"
clochdy2_f,"F: SHR (Days) - 2.5% Lower Confidence Limit, 2017"
pchdy3_f,"F: SHR (Days) - P-value, 2018"
chichdy3_f,"F: SHR (Days) - 97.5% Upper Confidence Limit, 2018"
clochdy3_f,"F: SHR (Days) - 2.5% Lower Confidence Limit, 2018"
pchdy4_f,"F: SHR (Days) - P-value, 2019"
chichdy4_f,"F: SHR (Days) - 97.5% Upper Confidence Limit, 2019"
clochdy4_f,"F: SHR (Days) - 2.5% Lower Confidence Limit, 2019"
pchdz_f,"F: SHR (Days)- P-value, 2016-2019"
chichdz_f,"F: SHR (Days)- 97.5% Upper Confidence Limit, 2016-2019"
clochdz_f,"F: SHR (Days)- 2.5% Lower Confidence Limit, 2016-2019"
pchedy1_f,"F: SHR (ED) - P-value, 2016"
chichedy1_f,"F: SHR (ED) - 97.5% Upper Confidence Limit, 2016"
clochedy1_f,"F: SHR (ED) - 2.5% Lower Confidence Limit, 2016"
pchedy2_f,"F: SHR (ED) - P-value, 2017"
chichedy2_f,"F: SHR (ED) - 97.5% Upper Confidence Limit, 2017"
clochedy2_f,"F: SHR (ED) - 2.5% Lower Confidence Limit, 2017"
pchedy3_f,"F: SHR (ED) - P-value, 2018"
chichedy3_f,"F: SHR (ED) - 97.5% Upper Confidence Limit, 2018"
clochedy3_f,"F: SHR (ED) - 2.5% Lower Confidence Limit, 2018"
pchedy4_f,"F: SHR (ED) - P-value, 2019"
chichedy4_f,"F: SHR (ED) - 97.5% Upper Confidence Limit, 2019"
clochedy4_f,"F: SHR (ED) - 2.5% Lower Confidence Limit, 2019"
